comment,likes,replies,engagement,label,length,clean_comment,label_id
sependek itu kah orang orang pada nyalahin taxi padahal di st bektim cuman punya  jalur beda sama st bekasi yg punya jalur banyak dari sini aja udah salah kereta jarak jauh sama krl masih satu line  kedua komunikasi kai yang jelek apalagi infrastruktur nya masih tidak ada alternatif lain apabila terjadi error jika ada temperan kayak taxi tadi kedua itu kenapa jalan ga ada plang nya sampe si taxi bisa masuk ke rel,83,57,140,negatif,416,sependek itu kah orang orang pada nyalahin taxi padahal di st bektim cuman punya jalur beda sama st bekasi yg punya jalur banyak dari sini aja udah salah kereta jarak jauh sama krl masih satu line kedua komunikasi kai yang jelek apalagi infrastruktur nya masih tidak ada alternatif lain apabila terjadi error jika ada temperan kayak taxi tadi kedua itu kenapa jalan ga ada plang nya sampe si taxi bisa masuk ke rel,0
guys stop nyalahin masinis disini kita bisa lihatseandainya gada taxi itu mungkin traffic nya ga bakal terganggu kyk gini dan gada kejadian spt ini,20,0,20,positif,147,guys stop nyalahin masinis disini kita bisa lihatseandainya gada taxi itu mungkin traffic nya ga bakal terganggu kyk gini dan gada kejadian spt ini,2
masalahnya ada di taksi dan lampu signal yang error,68,2,70,negatif,51,masalahnya ada di taksi dan lampu signal yang error,0
"bagi yg gatau cara sistem sinyal kereta biar ga nyalahin kai mulu sini gw jelasin
rel kereta api dibagi menjadi beberapa bagian pendek yang disebut blok setiap blok dialiri arus listrik rendah
 kondisi kosong arus listrik mengalir tanpa hambatan sistem membaca jalur aman dan sinyal tetap hijau
 kondisi terisi saat roda kereta atau benda logam besar seperti mobil yang tersangkut menyentuh kedua batang rel arus listrik tersebut akan terhubung singkat shunted sistem mendeteksi ada hambatan di jalur sehingga secara otomatis mengubah sinyal di blok tersebut menjadi merah",44,0,44,positif,572,bagi yg gatau cara sistem sinyal kereta biar ga nyalahin kai mulu sini gw jelasin rel kereta api dibagi menjadi beberapa bagian pendek yang disebut blok setiap blok dialiri arus listrik rendah kondisi kosong arus listrik mengalir tanpa hambatan sistem membaca jalur aman dan sinyal tetap hijau kondisi terisi saat roda kereta atau benda logam besar seperti mobil yang tersangkut menyentuh kedua batang rel arus listrik tersebut akan terhubung singkat shunted sistem mendeteksi ada hambatan di jalur sehingga secara otomatis mengubah sinyal di blok tersebut menjadi merah,2
nah kalo gini kan aku jd ga bertanya lagi,27,0,27,positif,41,nah kalo gini kan aku jd ga bertanya lagi,2
dimanapun lokasinya kereta punya jalur sendiri dan gak bakal bs di salahin brarti yg salah taxi yg ga sabaran,11,0,11,negatif,109,dimanapun lokasinya kereta punya jalur sendiri dan gak bakal bs di salahin brarti yg salah taxi yg ga sabaran,0
taksi baru ini byk masalahnya,16,0,16,negatif,29,taksi baru ini byk masalahnya,0
bego bgt mobilnya  kesalahan lu berujung fatal sabar aja ngapa sih kereta lewat juga kagak  jam gausah lu ambil nyawa orang cuma karna ga sabar bodoh,10,0,10,negatif,149,bego bgt mobilnya kesalahan lu berujung fatal sabar aja ngapa sih kereta lewat juga kagak jam gausah lu ambil nyawa orang cuma karna ga sabar bodoh,0
 guys be wise masalah begini tuh krusial banget as we know jadwal kai itu padet satu berangkat satu dateng makanya ga boleh telat di setiap jadwal keberangkatan kereta karena kalau telatdelay bakal ngaruh ke jadwal kereta lain masalah sinyal error ini msih belum jelas tapi gua sedikit nanya ke ai gimana cara kerja si signal ini dan yaa paling possible itu karena false clear loss of shunt kemudian bisa jga karena human error keduanya sangat mungkin terjadi mereka ngejalanin operasional dalam puluhan tahun tanpa kesalahan fatal itu udah bagus banget dan yaa this is the time it happened bijak temen temen dan bantu teman teman disana dengan doa,79,3,82,positif,648,guys be wise masalah begini tuh krusial banget as we know jadwal kai itu padet satu berangkat satu dateng makanya ga boleh telat di setiap jadwal keberangkatan kereta karena kalau telatdelay bakal ngaruh ke jadwal kereta lain masalah sinyal error ini msih belum jelas tapi gua sedikit nanya ke ai gimana cara kerja si signal ini dan yaa paling possible itu karena false clear loss of shunt kemudian bisa jga karena human error keduanya sangat mungkin terjadi mereka ngejalanin operasional dalam puluhan tahun tanpa kesalahan fatal itu udah bagus banget dan yaa this is the time it happened bijak temen temen dan bantu teman teman disana dengan doa,2
udah  jam gua stay dikomen,24,0,24,netral,26,udah jam gua stay dikomen,1
berarti ada  kereta nya,9,0,9,netral,23,berarti ada kereta nya,1
brisik bgt smuanya salah gua udah diem,37,7,44,netral,38,brisik bgt smuanya salah gua udah diem,1
taxinya itu pemicu bukan penyebab keknya udh banyak yg jelasin persinyalan kereta jg deh,16,5,21,negatif,88,taxinya itu pemicu bukan penyebab keknya udh banyak yg jelasin persinyalan kereta jg deh,0
jadi inget kata kata internet cepat buat apa,59,2,61,negatif,44,jadi inget kata kata internet cepat buat apa,0
mana pihak taxi gak ada permohonan maaf bahkan ucapan belasungkawa pun gak ada,11,1,12,negatif,78,mana pihak taxi gak ada permohonan maaf bahkan ucapan belasungkawa pun gak ada,0
bukannya sinyal itu fatal  vital ya taksi emg salah tp kai jg salah krna sinyal ny error,159,59,218,negatif,88,bukannya sinyal itu fatal vital ya taksi emg salah tp kai jg salah krna sinyal ny error,0
oh ini brrti harusnya mereka tukeran jalur tp krna terhambat taksi mogok itu jdilah adu jalur ya,40,34,74,negatif,96,oh ini brrti harusnya mereka tukeran jalur tp krna terhambat taksi mogok itu jdilah adu jalur ya,0
gua bukan orang kai cuman apa gabisa ya kalo udah tau sinyal jelek penumpang yang diujung ujung suruh pindah gerbong gitu,6,9,15,negatif,121,gua bukan orang kai cuman apa gabisa ya kalo udah tau sinyal jelek penumpang yang diujung ujung suruh pindah gerbong gitu,0
kan kalo ijo juga masinis harus konfirmasi kepala stasiun lewat radio aneh,9,8,17,negatif,74,kan kalo ijo juga masinis harus konfirmasi kepala stasiun lewat radio aneh,0
guys semisalnya sinyal gak error dan masinis dapat informasi tepat waktu apa memungkinkan untuk rem mendadak dengan laju ketera yang super cepat pure bertanya,26,9,35,netral,158,guys semisalnya sinyal gak error dan masinis dapat informasi tepat waktu apa memungkinkan untuk rem mendadak dengan laju ketera yang super cepat pure bertanya,1
sorotan saya dikwalitas gerbong krl kanapa bisa sampai masuk kedalam stardart kwalitas gerbong harus ditingkatkan terutama bagian depanbelakang yg rawan benturan,6,8,14,negatif,161,sorotan saya dikwalitas gerbong krl kanapa bisa sampai masuk kedalam stardart kwalitas gerbong harus ditingkatkan terutama bagian depanbelakang yg rawan benturan,0
sebenernya pihak kai juga salah sih untuk keterlambatan sinyal atau sinyal eror terus juga sebaik nya saling mengingatkan untuk tetep bersabar di palang pintu kereta karna banyak keluarga yang menantikan kehadiran seseorang di rumah,15,7,22,negatif,232,sebenernya pihak kai juga salah sih untuk keterlambatan sinyal atau sinyal eror terus juga sebaik nya saling mengingatkan untuk tetep bersabar di palang pintu kereta karna banyak keluarga yang menantikan kehadiran seseorang di rumah,0
kereta argo bromo emang ga di kasih info ya klo ada kendala di rel dia melintas masih ada kai gitu,9,8,17,netral,98,kereta argo bromo emang ga di kasih info ya klo ada kendala di rel dia melintas masih ada kai gitu,1
nggak usah pada bikin asumsi masing masingmalah tambah ribut komen nyaemang sudah terjadi kok,5,8,13,positif,93,nggak usah pada bikin asumsi masing masingmalah tambah ribut komen nyaemang sudah terjadi kok,2
gabisa nyalahin  pihak disini ada  kejadian,42,5,47,netral,43,gabisa nyalahin pihak disini ada kejadian,1
kenapa gak infokan langsung melalu ht harusnya hal seperti ini ada di sop ketika keadaan darurat informasi nya harus cepat tanggap,5,9,14,netral,130,kenapa gak infokan langsung melalu ht harusnya hal seperti ini ada di sop ketika keadaan darurat informasi nya harus cepat tanggap,1
bisa gak sih kendaraan kalo palang pintu kereta api udah mau di tutup  udah alarm kreta mau lewat tu ya udah berhenti udah sabar dulu gak usah nerobos apa susahnya nunggu sebentar aja gak da  jam juga kan kreta lewat di luar takdir ya ini plissss jangan egois,21,4,25,positif,259,bisa gak sih kendaraan kalo palang pintu kereta api udah mau di tutup udah alarm kreta mau lewat tu ya udah berhenti udah sabar dulu gak usah nerobos apa susahnya nunggu sebentar aja gak da jam juga kan kreta lewat di luar takdir ya ini plissss jangan egois,2
itu kereta nya masuk kah,9,6,15,netral,24,itu kereta nya masuk kah,1
udh intinya masih awal muasalnya dr permasalahan si taxi itu krn kereta mah pnh jalur sendiri,19,0,19,negatif,93,udh intinya masih awal muasalnya dr permasalahan si taxi itu krn kereta mah pnh jalur sendiri,0
tu taksi ijo emang ada aja perkara nya ,10,0,10,negatif,39,tu taksi ijo emang ada aja perkara nya,0
aku pernah di jepang kereta delay sampai  jam karena ada mobil masuk rel tapi gak sampai terjadi kecelakaan dari situ aku ngerasa sistemnya memang dibuat untuk mengantisipasi kesalahan jadi mungkin ke depan bukan cuma soal siapa yang salah tapi juga bagaimana sistem bisa mencegah hal seperti ini ,12,0,12,positif,297,aku pernah di jepang kereta delay sampai jam karena ada mobil masuk rel tapi gak sampai terjadi kecelakaan dari situ aku ngerasa sistemnya memang dibuat untuk mengantisipasi kesalahan jadi mungkin ke depan bukan cuma soal siapa yang salah tapi juga bagaimana sistem bisa mencegah hal seperti ini,2
sumber awal taxi titik,13,0,13,negatif,22,sumber awal taxi titik,0
padahal beda jalur itu kereta pertama sama kereta kedua lhoo,4,2,6,netral,60,padahal beda jalur itu kereta pertama sama kereta kedua lhoo,1
signal error  typical indonesian standard of excuse garuda was once banned from eu airport due to indonesian loose standard of safety,12,0,12,negatif,133,signal error typical indonesian standard of excuse garuda was once banned from eu airport due to indonesian loose standard of safety,0
yg nyalahin masinis argo bromo pasti blm pernah naik ni kereta,20,0,20,negatif,62,yg nyalahin masinis argo bromo pasti blm pernah naik ni kereta,0
intinya si taksi ijo penyebabnya,11,0,11,negatif,32,intinya si taksi ijo penyebabnya,0
no entiendo nada de lo que dicen y no le quiero dar traducir a todos ,1,1,2,netral,69,no entiendo nada de lo que dicen y no le quiero dar traducir a todos,1
emg taxi jelekk,11,0,11,negatif,15,emg taxi jelekk,0
tanpa taxi semua lancar,14,0,14,negatif,23,tanpa taxi semua lancar,0
ah elahtaksi hama,2,1,3,negatif,17,ah elahtaksi hama,0
tp sopir taxi nya matikan gak papa mati aja sbb krn ulah dia semua,4,0,4,negatif,66,tp sopir taxi nya matikan gak papa mati aja sbb krn ulah dia semua,0
permulaan masalahnya tu di taxi,27,0,27,negatif,31,permulaan masalahnya tu di taxi,0
oke pahamm terimakasih bapakibu,11,0,11,positif,31,oke pahamm terimakasih bapakibu,2
sticker the comments,11,0,11,netral,20,sticker the comments,1
yang salah kurang nya teknologi informasi di kereta api,7,5,12,negatif,55,yang salah kurang nya teknologi informasi di kereta api,0
jd itu tuh peelintasan ga ada palangnya ya jd pengendara yg nyebrang kadang tergantung yg jaga boleh lewat apa gaknya saya sering nyebrang rel yg ga ada palangnya kadang kereta udah keliatan pun masih suka disuruh buru lewat juga,2,2,4,negatif,229,jd itu tuh peelintasan ga ada palangnya ya jd pengendara yg nyebrang kadang tergantung yg jaga boleh lewat apa gaknya saya sering nyebrang rel yg ga ada palangnya kadang kereta udah keliatan pun masih suka disuruh buru lewat juga,0
beritanya sampai keluar negri coba,10,0,10,negatif,34,beritanya sampai keluar negri coba,0
mobil mnjdi sebuah teguran bnyk pihak yg pasti mobil nerobos jelas sangat salah yg ke sistem kai masih ada kekurangan dgn hal ini bisa jadi koreksi dan harus segera di perbaiki,10,0,10,positif,176,mobil mnjdi sebuah teguran bnyk pihak yg pasti mobil nerobos jelas sangat salah yg ke sistem kai masih ada kekurangan dgn hal ini bisa jadi koreksi dan harus segera di perbaiki,2
teksi tu mogok apa,0,2,2,netral,18,teksi tu mogok apa,1
serem bgt yaallah,13,0,13,netral,17,serem bgt yaallah,1
jadi inget omongan siapa gitu yaa kek ginijgn buru burugegabahterlambatnya kamu menyelamatkan dirimu sendiriorang lain,25,1,26,positif,118,jadi inget omongan siapa gitu yaa kek ginijgn buru burugegabahterlambatnya kamu menyelamatkan dirimu sendiriorang lain,2
taksi jelass salah tapi sinyal error itu ga bisa jadi alasan fatal sinyal itu salah satu instrumen keselamatan kereta yg utama,17,0,17,negatif,126,taksi jelass salah tapi sinyal error itu ga bisa jadi alasan fatal sinyal itu salah satu instrumen keselamatan kereta yg utama,0
heran bgt knp itu taxi sering bermasalah,27,2,29,negatif,40,heran bgt knp itu taxi sering bermasalah,0
yg salah taxi knp kok berhenti rel,10,0,10,negatif,34,yg salah taxi knp kok berhenti rel,0
kalian tau pasal kai gak sih kai itu apapun yg terjadi gaakan salah yang bilang sinyal eror gimana gak eror depan sana udah tabrakan mau sinyal apa itu mempengaruhi sinyal guoblok dan kereta api sudah punya jalur sendiri gblk tuh jgn krbangetan yang nyalahin kai plis kalian suka bgt trobos karena belom di kalian aja coba kalo kejadian di kalian,12,0,12,positif,346,kalian tau pasal kai gak sih kai itu apapun yg terjadi gaakan salah yang bilang sinyal eror gimana gak eror depan sana udah tabrakan mau sinyal apa itu mempengaruhi sinyal guoblok dan kereta api sudah punya jalur sendiri gblk tuh jgn krbangetan yang nyalahin kai plis kalian suka bgt trobos karena belom di kalian aja coba kalo kejadian di kalian,2
orang indo di buatkan kereta malah rakyatnya banyak yg plenger contohnya taxi itu nekat nyebrang kejadian begini ga cuma di bekasi doang di belahan indonesia juga banyak kalau gitu yang salah siapa ya rakyatnya lah dan yg lebih tololnya lagi nyalahin presiden katanya ngapain bangun kereta tololnya itu tolol bgt ,15,0,15,negatif,313,orang indo di buatkan kereta malah rakyatnya banyak yg plenger contohnya taxi itu nekat nyebrang kejadian begini ga cuma di bekasi doang di belahan indonesia juga banyak kalau gitu yang salah siapa ya rakyatnya lah dan yg lebih tololnya lagi nyalahin presiden katanya ngapain bangun kereta tololnya itu tolol bgt,0
yg salah orang nya bukan kendaraan nya taksi penyebabnya,10,0,10,negatif,56,yg salah orang nya bukan kendaraan nya taksi penyebabnya,0
kesalahan pertama si taxi itu ya,41,2,43,negatif,32,kesalahan pertama si taxi itu ya,0
mulai besok kalo ada yg ngalangin jalan tabrak aja gausah berhenti berhenti kereta dari jalur lain juga gas aja capek gua liat netijen masih nyalahin pihak kai,7,1,8,negatif,159,mulai besok kalo ada yg ngalangin jalan tabrak aja gausah berhenti berhenti kereta dari jalur lain juga gas aja capek gua liat netijen masih nyalahin pihak kai,0
udah guys ini namanya domino effect bermula dari taxi lalu nyambar kemana mana intinya sabar aja jadi manusia tuh nunggu kereta lewat gak nya ampe berjam jam,12,0,12,positif,157,udah guys ini namanya domino effect bermula dari taxi lalu nyambar kemana mana intinya sabar aja jadi manusia tuh nunggu kereta lewat gak nya ampe berjam jam,2
sinyal error karna ada mobil taxi listrik lagi,21,0,21,negatif,46,sinyal error karna ada mobil taxi listrik lagi,0
intinya yang bilang kai salah juga itu dia driver taksi listrik paham,25,0,25,negatif,69,intinya yang bilang kai salah juga itu dia driver taksi listrik paham,0
bukan signal error tapi human error,10,0,10,negatif,35,bukan signal error tapi human error,0
taxi gren itu juga katanya sering bermasalah,18,0,18,negatif,44,taxi gren itu juga katanya sering bermasalah,0
jdi sapa yang salahmasa gw lagi yang salah,10,0,10,netral,42,jdi sapa yang salahmasa gw lagi yang salah,1
semua akan berjalan dengan aman klo driver taxi bisa bersabar sebentar,14,0,14,negatif,70,semua akan berjalan dengan aman klo driver taxi bisa bersabar sebentar,0
jd fix krn sinyal error bisanya hal yg plg penting dlm mekanisme kereta api trus bisa error ,0,1,1,negatif,92,jd fix krn sinyal error bisanya hal yg plg penting dlm mekanisme kereta api trus bisa error,0
"kok kereta b berhenti
maaf masih gak paham",1,2,3,netral,42,kok kereta b berhenti maaf masih gak paham,1
